、	とうてん , 、 ， てん
✭	きごう ほし
✮	きごう ほし
✯	きごう ほし
✰	きごう ほし
✱	きごう ほし あすたりすく あすてりすく
✲	きごう ほし あすたりすく あすてりすく
✳	きごう ほし あすたりすく あすてりすく
✴	きごう ほし あすたりすく あすてりすく
✵	きごう ほし あすたりすく あすてりすく
✶	きごう ほし あすたりすく あすてりすく
✷	きごう ほし あすたりすく あすてりすく
✸	きごう ほし あすたりすく あすてりすく
✹	きごう ほし あすたりすく あすてりすく
✺	きごう ほし あすたりすく あすてりすく
✻	きごう ほし あすたりすく あすてりすく
✼	きごう ほし あすたりすく あすてりすく
✽	きごう ほし あすたりすく あすてりすく
✾	きごう ほし あすたりすく あすてりすく はな
✿	きごう はな
❀	きごう はな
❁	きごう はな
❂	きごう ほし
❃	きごう ほし あすたりすく あすてりすく
❄	きごう ゆき
❅	きごう ゆき
❆	きごう ゆき
❇	きごう ほし あすたりすく あすてりすく
❈	きごう ほし あすたりすく あすてりすく
❉	きごう ほし あすたりすく あすてりすく
❊	きごう ほし あすたりすく あすてりすく
❋	きごう ほし あすたりすく あすてりすく
❍	きごう まる ずけい
❏	きごう しかく ずけい
❐	きごう しかく ずけい
❑	きごう しかく ずけい
❒	きごう しかく ずけい
❖	きごう ひし ひしがた ずけい
❘	きごう たてぼう たてせん |
❙	きごう たてぼう たてせん |
❚	きごう たてぼう たてせん |
❛	きごう くぉーと '
❜	きごう あぽすとろふぃ くぉーと こんま かんま '
❝	きごう だぶるくおーと だぶるくおーてーしょん くぉーと だぶるくぉーてしょん
❞	きごう だぶるくおーと だぶるくおーてーしょん くぉーと だぶるくぉーてしょん
❡	きごう だんらく せくしょん
❢	きごう かんたんふ ! ！ えくすくらめーしょん びっくり
❣	きごう かんたんふ ! ！ えくすくらめーしょん びっくり
❤	きごう はーと
❥	きごう はーと
❦	きごう はーと
❧	きごう はーと
❶	きごう まる1 まるいち
❷	きごう まる2 まるに
❸	きごう まる3 まるさん
❹	きごう まる4 まるよん まるし
❺	きごう まる5 まるご
❻	きごう まる6 まるろく
❼	きごう まる7 まるなな まるしち
❽	きごう まる8 まるはち
❾	きごう まる9 まるきゅう まるく
❿	きごう まる10 まるじゅう
➀	きごう まる1 まるいち
➁	きごう まる2 まるに
➂	きごう まる3 まるさん
➃	きごう まる4 まるよん まるし
➄	きごう まる5 まるご
➅	きごう まる6 まるろく
➆	きごう まる7 まるなな まるしち
➇	きごう まる8 まるはち
➈	きごう まる9 まるきゅう まるく
➉	きごう まる10 まるじゅう
➊	きごう まる1 まるいち
➋	きごう まる2 まるに
➌	きごう まる3 まるさん
➍	きごう まる4 まるよん まるし
➎	きごう まる5 まるご
➏	きごう まる6 まるろく
➐	きごう まる7 まるなな まるしち
➑	きごう まる8 まるはち
➒	きごう まる9 まるきゅう まるく
➓	きごう まる10 まるじゅう
➔	きごう やじるし みぎ
➘	きごう やじるし みぎした
➙	きごう やじるし みぎ
➚	きごう やじるし みぎうえ
➛	きごう やじるし みぎ
➜	きごう やじるし みぎ
➝	きごう やじるし みぎ
➞	きごう やじるし みぎ
➟	きごう やじるし みぎ
➠	きごう やじるし みぎ
➡	きごう やじるし みぎ
➢	きごう やじるし みぎ
➣	きごう やじるし みぎ
➤	きごう やじるし みぎ
➥	きごう やじるし みぎ
➦	きごう やじるし みぎ
➧	きごう やじるし みぎ
➨	きごう やじるし みぎ
➩	きごう やじるし みぎ
➪	きごう やじるし みぎ
➫	きごう やじるし みぎ
➬	きごう やじるし みぎ
➭	きごう やじるし みぎ
➮	きごう やじるし みぎ
➯	きごう やじるし みぎ
➱	きごう やじるし みぎ
➲	きごう やじるし みぎ
➳	きごう やじるし みぎ
➴	きごう やじるし みぎした
➵	きごう やじるし みぎ
➶	きごう やじるし みぎうえ
➷	きごう やじるし みぎした
➸	きごう やじるし みぎ
➹	きごう やじるし みぎうえ
➺	きごう やじるし みぎ
➻	きごう やじるし みぎ
➼	きごう やじるし みぎ
➽	きごう やじるし みぎ
➾	きごう やじるし みぎ
(笑)	わら
w	わら
www	わら くさ
(泣)	なく なき
(汗)	あせ
乙	ぶしゅ おつにょう つりばり
乚	ぶしゅ おつ おつにょう つりばり
丨	ぶしゅ いちぼう たて たてぼう こん |
丶	ぶしゅ てん
丿	ぶしゅ の
亅	ぶしゅ はねぼう かぎ
二	ぶしゅ
亠	ぶしゅ なべぶた
人	ぶしゅ
亻	ぶしゅ にんべん
𠆢	ぶしゅ ひとがしら ひとやね
儿	ぶしゅ にんにょう ひとあし
入	ぶしゅ いる いりがしら いりやね
八	ぶしゅ はちがしら
冖	ぶしゅ わかんむり べきかんむり
冂	ぶしゅ けいがまえ どうがまえ
冫	ぶしゅ にすい
几	ぶしゅ つくえ きにょう かぜがまえ
凵	ぶしゅ かんにょう うけばこ
刀	ぶしゅ
刂	ぶしゅ りっとう
力	ぶしゅ
勹	ぶしゅ つつみがまえ
匕	ぶしゅ ひ さじ さじのひ
匚	ぶしゅ はこがまえ
匸	ぶしゅ かくしがまえ
十	ぶしゅ
卜	ぶしゅ ぼくのと
卩	ぶしゅ ふしづくり まげわりふ
⺋	ぶしゅ ふしづくり まげわりふ
厂	ぶしゅ がんだれ
厶	ぶしゅ む
又	ぶしゅ
口	ぶしゅ くちへん
囗	ぶしゅ くにがまえ
土	ぶしゅ つちへん
士	ぶしゅ さむらい さむらいかんむり
夂	ぶしゅ ふゆがしら
夊	ぶしゅ すいにょう すいにゅう なつあし
夕	ぶしゅ
大	ぶしゅ だいがしら
女	ぶしゅ おんなへん
子	ぶしゅ こども こどもへん
宀	ぶしゅ うかんむり
寸	ぶしゅ
小	ぶしゅ しょうがしら なおがしら
尢	ぶしゅ まげあし だいのまげあし おうにょう
尣	ぶしゅ まげあし だいのまげあし おうにょう
尸	ぶしゅ かばねだれ
屮	ぶしゅ てつ めばえ
山	ぶしゅ やまへん
川	ぶしゅ
巛	ぶしゅ まがりがわ さんぽがわ
工	ぶしゅ たくみへん
己	ぶしゅ
巳	ぶしゅ おのれ
已	ぶしゅ おのれ
巾	ぶしゅ はばへん
干	ぶしゅ ほす かん いちじゅう
幺	ぶしゅ いとがしら
广	ぶしゅ まだれ
廴	ぶしゅ えんにょう
廾	ぶしゅ こまぬき
弋	ぶしゅ しきがまえ よく
弓	ぶしゅ ゆみへん
彐	ぶしゅ けいがしら いのこがしら
彑	ぶしゅ けいがしら いのこがしら
彡	ぶしゅ さんづくり かみかざり さん せん
彳	ぶしゅ ぎょうにんべん
心	ぶしゅ
忄	ぶしゅ りっしんべん
㣺	ぶしゅ したごころ
戈	ぶしゅ ほこがまえ ほこづくり
戸	ぶしゅ とだれ
手	ぶしゅ てへん
扌	ぶしゅ て てへん
支	ぶしゅ しにょう えだにょう
攴	ぶしゅ ぼくづくり，ぼくにょう，ぼんにょう
攵	ぶしゅ ぼくづくり，ぼくにょう，ぼんにょう
文	ぶしゅ ぶんにょう
斗	ぶしゅ ます とます
斤	ぶしゅ おの おのづくり
方	ぶしゅ かたへん ほうへん
无	ぶしゅ む むにょう すでのつくり
旡	ぶしゅ む むにょう すでのつくり
日	ぶしゅ ひへん
曰	ぶしゅ ひらび いわく
木	ぶしゅ きへん
欠	ぶしゅ あくび かける
止	ぶしゅ とめる とめへん
歹	ぶしゅ かばね かばねへん
殳	ぶしゅ ほこ ほこづくり るまた
毋	ぶしゅ なかれ
毌	ぶしゅ なかれ
比	ぶしゅ ならびひ くらべる
毛	ぶしゅ
氏	ぶしゅ
气	ぶしゅ きがまえ
水	ぶしゅ
氵	ぶしゅ さんずい
氺	ぶしゅ したみず
火	ぶしゅ ひへん
灬	ぶしゅ れんが れっか
爪	ぶしゅ そうにょう
爫	ぶしゅ つめかんむり
父	ぶしゅ
爻	ぶしゅ こう
爿	ぶしゅ しょうへん
片	ぶしゅ かたへん
牙	ぶしゅ
牛	ぶしゅ
牜	ぶしゅ うしへん
犬	ぶしゅ
犭	ぶしゅ けものへん
玄	ぶしゅ
玉	ぶしゅ たまへん ぎょくへん
王	ぶしゅ たま たまへん ぎょくへん
玊	ぶしゅ たま たまへん ぎょくへん
瓜	ぶしゅ
瓦	ぶしゅ
甘	ぶしゅ あまい かん
生	ぶしゅ いきる うまれる
用	ぶしゅ もちいる
甩	ぶしゅ もちいる よう
疋	ぶしゅ ひき
𤴔	ぶしゅ ひき
辵	ぶしゅ しんにょう しんにゅう
辶	ぶしゅ しんにょう しんにゅう
疒	ぶしゅ やまいだれ
邑	ぶしゅ おおざと
癶	ぶしゅ はつがしら
白	ぶしゅ しろへん
皮	ぶしゅ けがわ ひのかわ
酉	ぶしゅ とりへん ひよみのとり
皿	ぶしゅ
釆	ぶしゅ のごめ のごめへん
辰	ぶしゅ しんのたつ
目	ぶしゅ めへん
矛	ぶしゅ ほこへん
矢	ぶしゅ やへん
石	ぶしゅ いしへん
示	ぶしゅ しめす しめすへん ねへん
礻	ぶしゅ しめす しめすへん ねへん
禸	ぶしゅ ぐうのあし
禾	ぶしゅ のぎへん
穴	ぶしゅ あなかんむり
立	ぶしゅ たつへん
竹	ぶしゅ たけかんむり
⺮	ぶしゅ たけかんむり
米	ぶしゅ こめへん
糸	ぶしゅ いとへん
糹	ぶしゅ いと いとへん
缶	ぶしゅ ほとぎ ほとぎへん
网	ぶしゅ あみがしら よんがしら あみめ
罒	ぶしゅ あみがしら よんがしら あみめ め
罓	ぶしゅ あみがしら よんがしら あみめ
𦉰	ぶしゅ あみがしら よんがしら あみめ
㓁	ぶしゅ あみがしら よんがしら あみめ
羊	ぶしゅ ひつじへん
𦍌	ぶしゅ ひつじ ひつじへん
羽	ぶしゅ
老	ぶしゅ おいがしら おいかんむり
耂	ぶしゅ おいがしら おいかんむり
而	ぶしゅ しこうして
耒	ぶしゅ すきへん らいすき
耳	ぶしゅ みみへん
聿	ぶしゅ ふでづくり
肀	ぶしゅ ふでづくり
𦘒	ぶしゅ ふでづくり
肉	ぶしゅ
月	ぶしゅ にく にくづき つきへん
臣	ぶしゅ
自	ぶしゅ みずから
至	ぶしゅ いたるへん
臼	ぶしゅ
𦥑	ぶしゅ うす
舌	ぶしゅ
舛	ぶしゅ
舟	ぶしゅ ふねへん
艮	ぶしゅ こんづくり こん ねづくり
色	ぶしゅ
艸	ぶしゅ くさかんむり
艹	ぶしゅ くさかんむり
虍	ぶしゅ とらがしら
虫	ぶしゅ むしへん
血	ぶしゅ ちへん
行	ぶしゅ ぎょうがまえ ゆきがまえ
衣	ぶしゅ
衤	ぶしゅ ころもへん
襾	ぶしゅ にし
覀	ぶしゅ にし
西	ぶしゅ
見	ぶしゅ
角	ぶしゅ つのへん
言	ぶしゅ ごんべん
訁	ぶしゅ ごんべん
谷	ぶしゅ
豆	ぶしゅ
豕	ぶしゅ いのこへん
豸	ぶしゅ むじなへん
貝	ぶしゅ かいへん
赤	ぶしゅ あかへん
走	ぶしゅ はしる そうにょう
足	ぶしゅ あしへん
𧾷	ぶしゅ あし あしへん
身	ぶしゅ みへん
車	ぶしゅ くるまへん
辛	ぶしゅ からい しん
里	ぶしゅ さとへん
金	ぶしゅ かねへん
釒	ぶしゅ かね かねへん
長	ぶしゅ ながい
镸	ぶしゅ ながい
門	ぶしゅ もんがまえ かどがまえ
阜	ぶしゅ こざとへん
阝	ぶしゅ こざとへん おおざと
隶	ぶしゅ れいづくり
隹	ぶしゅ ふるとり
雨	ぶしゅ あめかんむり
靑	ぶしゅ
青	ぶしゅ
非	ぶしゅ あらず
面	ぶしゅ
革	ぶしゅ かわへん つくりがわ
韋	ぶしゅ なめしがわ
韭	ぶしゅ にら
音	ぶしゅ おとへん
頁	ぶしゅ おおがい
風	ぶしゅ ふうにょう
飛	ぶしゅ とぶ
食	ぶしゅ しょくへん
𩙿	ぶしゅ しょくへん
飠	ぶしゅ しょくへん
首	ぶしゅ
香	ぶしゅ
馬	ぶしゅ うまへん
骨	ぶしゅ ほねへん
高	ぶしゅ たかい
髟	ぶしゅ かみがしら
鬥	ぶしゅ たたかいがまえ とうがまえ
鬯	ぶしゅ ちょう においざけ
鬲	ぶしゅ
鬼	ぶしゅ きにょう
魚	ぶしゅ うおへん
鳥	ぶしゅ
鹵	ぶしゅ ろ しお
鹿	ぶしゅ
麥	ぶしゅ ばくにょう
麦	ぶしゅ ばくにょう
麻	ぶしゅ あさかんむり
黃	ぶしゅ き
黄	ぶしゅ
黍	ぶしゅ
黑	ぶしゅ くろ
黒	ぶしゅ
黹	ぶしゅ ち ぬいとり ふつへん
黽	ぶしゅ べんあし おおがえる
鼎	ぶしゅ てい
鼓	ぶしゅ
鼠	ぶしゅ
鼻	ぶしゅ はなへん
齊	ぶしゅ せい
斉	ぶしゅ せい
齒	ぶしゅ は はへん
歯	ぶしゅ はへん
龍	ぶしゅ
竜	ぶしゅ
龜	ぶしゅ
亀	ぶしゅ
龠	ぶしゅ やく やくのふえ
𓃗	ひえろぐりふ うま
𓃟	ひえろぐりふ ぶた
𓃠	ひえろぐりふ ねこ
𓃡	ひえろぐりふ いぬ
𓃬	ひえろぐりふ らいおん
𓃭	ひえろぐりふ らいおん
𓃰	ひえろぐりふ ぞう
𓃱	ひえろぐりふ きりん
𓃹	ひえろぐりふ うさぎ のうさぎ
𓅓	ひえろぐりふ ふくろう
𓆉	ひえろぐりふ かめ
𓆏	ひえろぐりふ かえる
𓆛	ひえろぐりふ さかな てぃらぴあ
𓆜	ひえろぐりふ さかな ばーべる
𓆝	ひえろぐりふ さかな ぼら
𓆞	ひえろぐりふ さかな えれふぁんとのーずふぃっしゅ
𓆟	ひえろぐりふ さかな
𓆡	ひえろぐりふ さかな ふぐ
濵	まゆはま
髙	はしごだか
﨑	たつさき
𠮷	つちよし
ㇰ	あいぬ く
ㇱ	あいぬ し
ㇲ	あいぬ す
ㇳ	あいぬ と
ㇴ	あいぬ ぬ
ㇵ	あいぬ は
ㇶ	あいぬ ひ
ㇷ	あいぬ ふ
ㇸ	あいぬ へ
ㇹ	あいぬ ほ
ㇺ	あいぬ む
ㇻ	あいぬ ら
ㇼ	あいぬ り
ㇽ	あいぬ る
ㇾ	あいぬ れ
ㇿ	あいぬ ろ
ㇷ゚	あいぬ ぷ
セ゚	あいぬ せ
ツ゚	あいぬ つ
ト゚	あいぬ と
𛀀	へんたいがな え
𛀁	へんたいがな いぇ え
𛀂	へんたいがな あ
𛀃	へんたいがな あ
𛀄	へんたいがな あ
𛀅	へんたいがな あ を
𛀆	へんたいがな い
𛀇	へんたいがな い
𛀈	へんたいがな い
𛀉	へんたいがな い
𛀊	へんたいがな う
𛀋	へんたいがな う
𛀌	へんたいがな う
𛀍	へんたいがな う
𛀎	へんたいがな う
𛀏	へんたいがな え
𛀐	へんたいがな え
𛀑	へんたいがな え
𛀒	へんたいがな え
𛀓	へんたいがな え
𛀔	へんたいがな お
𛀕	へんたいがな お
𛀖	へんたいがな お
𛀗	へんたいがな か
𛀘	へんたいがな か
𛀙	へんたいがな か
𛀚	へんたいがな か
𛀛	へんたいがな か
𛀜	へんたいがな か
𛀝	へんたいがな か
𛀞	へんたいがな か
𛀟	へんたいがな か
𛀠	へんたいがな か
𛀡	へんたいがな か
𛀢	へんたいがな か け
𛀣	へんたいがな き
𛀤	へんたいがな き
𛀥	へんたいがな き
𛀦	へんたいがな き
𛀧	へんたいがな き
𛀨	へんたいがな き
𛀩	へんたいがな き
𛀪	へんたいがな き
𛀫	へんたいがな く
𛀬	へんたいがな く
𛀭	へんたいがな く
𛀮	へんたいがな く
𛀯	へんたいがな く
𛀰	へんたいがな く
𛀱	へんたいがな く
𛀲	へんたいがな け
𛀳	へんたいがな け
𛀴	へんたいがな け
𛀵	へんたいがな け
𛀶	へんたいがな け
𛀷	へんたいがな け
𛀸	へんたいがな こ
𛀹	へんたいがな こ
𛀺	へんたいがな こ
𛀻	へんたいがな こ き
𛀼	へんたいがな さ
𛀽	へんたいがな さ
𛀾	へんたいがな さ
𛀿	へんたいがな さ
𛁀	へんたいがな さ
𛁁	へんたいがな さ
𛁂	へんたいがな さ
𛁃	へんたいがな さ
𛁄	へんたいがな し
𛁅	へんたいがな し
𛁆	へんたいがな し
𛁇	へんたいがな し
𛁈	へんたいがな し
𛁉	へんたいがな し
𛁊	へんたいがな す
𛁋	へんたいがな す
𛁌	へんたいがな す
𛁍	へんたいがな す
𛁎	へんたいがな す
𛁏	へんたいがな す
𛁐	へんたいがな す
𛁑	へんたいがな す
𛁒	へんたいがな せ
𛁓	へんたいがな せ
𛁔	へんたいがな せ
𛁕	へんたいがな せ
𛁖	へんたいがな せ
𛁗	へんたいがな そ
𛁘	へんたいがな そ
𛁙	へんたいがな そ
𛁚	へんたいがな そ
𛁛	へんたいがな そ
𛁜	へんたいがな そ
𛁝	へんたいがな そ
𛁞	へんたいがな た
𛁟	へんたいがな た
𛁠	へんたいがな た
𛁡	へんたいがな た
𛁢	へんたいがな ち
𛁣	へんたいがな ち
𛁤	へんたいがな ち
𛁥	へんたいがな ち
𛁦	へんたいがな ち
𛁧	へんたいがな ち
𛁨	へんたいがな ち
𛁩	へんたいがな つ
𛁪	へんたいがな つ
𛁫	へんたいがな つ
𛁬	へんたいがな つ
𛁭	へんたいがな つ と
𛁮	へんたいがな て
𛁯	へんたいがな て
𛁰	へんたいがな て
𛁱	へんたいがな て
𛁲	へんたいがな て
𛁳	へんたいがな て
𛁴	へんたいがな て
𛁵	へんたいがな て
𛁶	へんたいがな て
𛁷	へんたいがな と
𛁸	へんたいがな と
𛁹	へんたいがな と
𛁺	へんたいがな と
𛁻	へんたいがな と
𛁼	へんたいがな と
𛁽	へんたいがな と ら
𛁾	へんたいがな な
𛁿	へんたいがな な
𛂀	へんたいがな な
𛂁	へんたいがな な
𛂂	へんたいがな な
𛂃	へんたいがな な
𛂄	へんたいがな な
𛂅	へんたいがな な
𛂆	へんたいがな な
𛂇	へんたいがな に
𛂈	へんたいがな に
𛂉	へんたいがな に
𛂊	へんたいがな に
𛂋	へんたいがな に
𛂌	へんたいがな に
𛂍	へんたいがな に
𛂎	へんたいがな に て
𛂏	へんたいがな ぬ
𛂐	へんたいがな ぬ
𛂑	へんたいがな ぬ
𛂒	へんたいがな ね
𛂓	へんたいがな ね
𛂔	へんたいがな ね
𛂕	へんたいがな ね
𛂖	へんたいがな ね
𛂗	へんたいがな ね
𛂘	へんたいがな ね こ
𛂙	へんたいがな の
𛂚	へんたいがな の
𛂛	へんたいがな の
𛂜	へんたいがな の
𛂝	へんたいがな の
𛂞	へんたいがな は
𛂟	へんたいがな は
𛂠	へんたいがな は
𛂡	へんたいがな は
𛂢	へんたいがな は
𛂣	へんたいがな は
𛂤	へんたいがな は
𛂥	へんたいがな は
𛂦	へんたいがな は
𛂧	へんたいがな は
𛂨	へんたいがな は
𛂩	へんたいがな ひ
𛂪	へんたいがな ひ
𛂫	へんたいがな ひ
𛂬	へんたいがな ひ
𛂭	へんたいがな ひ
𛂮	へんたいがな ひ
𛂯	へんたいがな ひ
𛂰	へんたいがな ふ
𛂱	へんたいがな ふ
𛂲	へんたいがな ふ
𛂳	へんたいがな へ
𛂴	へんたいがな へ
𛂵	へんたいがな へ
𛂶	へんたいがな へ
𛂷	へんたいがな へ
𛂸	へんたいがな へ
𛂹	へんたいがな へ
𛂺	へんたいがな ほ
𛂻	へんたいがな ほ
𛂼	へんたいがな ほ
𛂽	へんたいがな ほ
𛂾	へんたいがな ほ
𛂿	へんたいがな ほ
𛃀	へんたいがな ほ
𛃁	へんたいがな ほ
𛃂	へんたいがな ま
𛃃	へんたいがな ま
𛃄	へんたいがな ま
𛃅	へんたいがな ま
𛃆	へんたいがな ま
𛃇	へんたいがな ま
𛃈	へんたいがな ま
𛃉	へんたいがな み
𛃊	へんたいがな み
𛃋	へんたいがな み
𛃌	へんたいがな み
𛃍	へんたいがな み
𛃎	へんたいがな み
𛃏	へんたいがな み
𛃐	へんたいがな む
𛃑	へんたいがな む
𛃒	へんたいがな む
𛃓	へんたいがな む
𛃔	へんたいがな め
𛃕	へんたいがな め
𛃖	へんたいがな め ま
𛃗	へんたいがな も
𛃘	へんたいがな も
𛃙	へんたいがな も
𛃚	へんたいがな も
𛃛	へんたいがな も
𛃜	へんたいがな も
𛃝	へんたいがな や
𛃞	へんたいがな や
𛃟	へんたいがな や
𛃠	へんたいがな や
𛃡	へんたいがな や
𛃢	へんたいがな や よ
𛃣	へんたいがな ゆ
𛃤	へんたいがな ゆ
𛃥	へんたいがな ゆ
𛃦	へんたいがな ゆ
𛃧	へんたいがな よ
𛃨	へんたいがな よ
𛃩	へんたいがな よ
𛃪	へんたいがな よ
𛃫	へんたいがな よ
𛃬	へんたいがな よ
𛃭	へんたいがな ら
𛃮	へんたいがな ら
𛃯	へんたいがな ら
𛃰	へんたいがな ら
𛃱	へんたいがな り
𛃲	へんたいがな り
𛃳	へんたいがな り
𛃴	へんたいがな り
𛃵	へんたいがな り
𛃶	へんたいがな り
𛃷	へんたいがな り
𛃸	へんたいがな る
𛃹	へんたいがな る
𛃺	へんたいがな る
𛃻	へんたいがな る
𛃼	へんたいがな る
𛃽	へんたいがな る
𛃾	へんたいがな れ
𛃿	へんたいがな れ
𛄀	へんたいがな れ
𛄁	へんたいがな れ
𛄂	へんたいがな ろ
𛄃	へんたいがな ろ
𛄄	へんたいがな ろ
𛄅	へんたいがな ろ
𛄆	へんたいがな ろ
𛄇	へんたいがな ろ
𛄈	へんたいがな わ
𛄉	へんたいがな わ
𛄊	へんたいがな わ
𛄋	へんたいがな わ
𛄌	へんたいがな わ
𛄍	へんたいがな ゐ うぃ
𛄎	へんたいがな ゐ うぃ
𛄏	へんたいがな ゐ うぃ
𛄐	へんたいがな ゐ うぃ
𛄑	へんたいがな ゐ うぃ
𛄒	へんたいがな ゑ うぇ
𛄓	へんたいがな ゑ うぇ
𛄔	へんたいがな ゑ うぇ
𛄕	へんたいがな ゑ うぇ
𛄖	へんたいがな を
𛄗	へんたいがな を
𛄘	へんたいがな を
𛄙	へんたいがな を
𛄚	へんたいがな を
𛄛	へんたいがな を
𛄜	へんたいがな を
𛄝	へんたいがな ん む も
𛄞	へんたいがな ん む も
𛄠	へんたいがな い
𛄡	へんたいがな いぇ え
𛄢	へんたいがな う
あ゙	あ あ" だくてん
ぁ゙	あ あ" ぁ ぁ" だくてん
い゙	い い" だくてん
ぃ゙	い い" ぃ ぃ" だくてん
ぅ゙	う う" ゔ ぅ ぅ" だくてん
え゙	え え" だくてん
ぇ゙	え え" ぇ ぇ" だくてん
お゙	お お" だくてん
ぉ゙	お お" ぉ ぉ" だくてん
っ゙	づ っ っ" だくてん
な゙	な な" だくてん
に゙	に に" だくてん
ぬ゙	ぬ ぬ" だくてん
ね゙	ね ね" だくてん
の゙	の の" だくてん
ま゙	ま ま" だくてん
み゙	み み" だくてん
む゙	む む" だくてん
め゙	め め" だくてん
も゙	も も" だくてん
や゙	や や" だくてん
ゃ゙	や や" ゃ ゃ" だくてん
ゆ゙	ゆ ゆ" だくてん
ゅ゙	ゆ ゆ" ゅ ゅ" だくてん
よ゙	よ よ" だくてん
ょ゙	よ よ" ょ ょ" だくてん
ら゙	ら ら" だくてん
り゙	り り" だくてん
る゙	る る" だくてん
れ゙	れ れ" だくてん
ろ゙	ろ ろ" だくてん
わ゙	わ わ" だくてん
ゐ゙	ゐ ゐ" うぃ ゔぃ い い" だくてん
ゑ゙	ゑ ゑ" うぇ ゔぇ え え" だくてん
を゙	を を" ゔぉ だくてん
ん゙	ん ん" だくてん
ア゙	あ あ" だくてん
ァ゙	あ あ" ぁ ぁ" だくてん
イ゙	い い" だくてん
ィ゙	い い" ぃ ぃ" だくてん
ゥ゙	う う" ぅ ぅ" だくてん
エ゙	え え" だくてん
ェ゙	え え" ぇ ぇ" だくてん
オ゙	お お" だくてん
ォ゙	お お" ぉ ぉ" だくてん
ッ゙	づ っ っ" だくてん
ナ゙	な な" だくてん
ニ゙	に に" だくてん
ヌ゙	ぬ ぬ" だくてん
ネ゙	ね ね" だくてん
ノ゙	の の" だくてん
マ゙	ま ま" だくてん
ミ゙	み み" だくてん
ム゙	む む" だくてん
メ゙	め め" だくてん
モ゙	も も" だくてん
ヤ゙	や や" だくてん
ャ゙	や や" ゃ ゃ" だくてん
ユ゙	ゆ ゆ" だくてん
ュ゙	ゆ ゆ" ゅ ゅ" だくてん
ヨ゙	よ よ" だくてん
ョ゙	よ よ" ょ ょ" だくてん
ラ゙	ら ら" だくてん
リ゙	り り" だくてん
ル゙	る る" だくてん
レ゙	れ れ" だくてん
ロ゙	ろ ろ" だくてん
ヷ	わ わ" ゔぁ だくてん
ヸ	ゐ ゐ" うぃ ゔぃ い い" だくてん
ヹ	ゑ ゑ" うぇ ゔぇ え え" だくてん
ヺ	を を" ゔぉ だくてん
ン゙	ん ん" だくてん
か゚	びだくおん か が
き゚	びだくおん き ぎ
く゚	びだくおん く ぐ
け゚	びだくおん け げ
こ゚	びだくおん こ ご
カ゚	びだくおん か が
キ゚	びだくおん き ぎ
ク゚	びだくおん く ぐ
ケ゚	びだくおん け げ
コ゚	びだくおん こ ご
